Unnamed: 0,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),ER wait time,Primary Care Provider(PCP),Cluster
11954,165345,PARKRIDGE SPECIALTY CARE,5800 NE 12TH AVENUE,PLEASANT HILL,IA,50327,5152655348,Polk,90,81.2,Medicare and Medicaid,3,3,4,3,3.07886,0.0551,22.667,1,3,0,0,5,30,28,55,4,28,FP,Cluster 2
11955,165567,WEST RIDGE CARE CENTER,3131 F AVENUE NW,CEDAR RAPIDS,IA,52405,3193903367,Linn,60,50.1,Medicare and Medicaid,5,4,5,5,4.55115,0.2196,9.333,0,0,0,0,3,45,13,55,6,19,PD,Cluster 0
11956,315365,MERIDIAN NURSING AND REHABILITATION AT OCEAN GROVE,160 MAIN STREET,OCEAN GROVE,NJ,7756,7324818300,Monmouth,147,140.3,Medicare and Medicaid,5,5,5,3,3.25572,0.11603,4.667,0,0,0,0,7,52,11,75,6,12,PD,Cluster 0
11957,345151,WHITE OAK MANOR - KINGS MOUNTAIN,716 SIPES STREET,KINGS MOUNTAIN,NC,28086,7047398132,Cleveland,154,132.9,Medicare and Medicaid,5,4,5,2,3.24728,0.07714,8.667,0,0,0,0,7,42,17,25,5,23,No,Cluster 3
11958,455575,RETAMA MANOR NURSING CENTER,2322 MORGAN AVE,CORPUS CHRISTI,TX,78405,3618824242,Nueces,176,118.8,Medicare and Medicaid,1,1,1,2,3.48356,0.02482,357.167,1,35,2,3,3,14,22,75,7,37,FP,Cluster 1
11959,145241,HELIA SOUTHBELT HEALTHCARE,101 SOUTH BELT WEST,BELLEVILLE,IL,62220,6182777700,St. Clair,156,115.7,Medicare and Medicaid,1,1,4,2,2.66781,0.0471,118.667,0,19,1,1,6,16,25,65,4,40,PD,Cluster 1
11960,675462,PARKVIEW NURSING AND REHABILITATION CENTER,3200 PARKWAY,BIG SPRING,TX,79720,4322634041,Howard,117,88.9,Medicare and Medicaid,4,5,4,1,3.59893,0.00518,14.667,0,0,0,0,8,55,14,75,6,10,PD,Cluster 0
11961,65119,"VALLEY MANOR CARE CENTER, INC",1401 S CASCADE,MONTROSE,CO,81401,9702499634,Montrose,101,70.0,Medicare and Medicaid,4,2,5,5,4.39998,0.09865,74.0,0,0,0,0,9,23,10,81,9,16,GIM,Cluster 0
11962,555884,"RIVERSIDE HEIGHTS HEALTHCARE CENTER, LLC",8951 GRANITE HILL DRIVE,RIVERSIDE,CA,92509,9516857474,Riverside,70,63.9,Medicare and Medicaid,3,2,5,3,4.09403,0.10373,97.5,9,19,1,1,9,20,34,95,8,40,No,Cluster 1
11963,445319,ELK RIVER HEALTH AND REHABILITATION OF WINCHESTER,32 MEMORIAL DRIVE,WINCHESTER,TN,37398,9319670200,Franklin,80,48.8,Medicare and Medicaid,3,3,3,2,4.29245,0.10359000000000003,20.0,0,1,0,0,9,32,26,35,8,33,PD,Cluster 2
11964,675916,ARLINGTON VILLAS REHABILITATION AND HEALTHCARE CEN,2601 W RANDOL MILL RD,ARLINGTON,TX,76012,8172745571,Tarrant,168,118.1,Medicare and Medicaid,3,3,3,2,3.80244,0.04558,64.333,6,3,1,1,8,38,28,75,1,33,PD,Cluster 2
11965,315179,AUTUMN LAKE HEALTHCARE AT OCEANVIEW,2721 ROUTE 9,OCEAN VIEW,NJ,8230,6096243881,Cape May,120,100.2,Medicare and Medicaid,4,4,4,3,4.32934,0.006940000000000001,10.0,0,3,0,0,6,43,16,85,7,25,No,Cluster 2
11966,185211,SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE,58 CAL HILL ROAD,PINE KNOT,KY,42635,6063543155,Mc Creary,60,52.1,Medicare and Medicaid,2,3,1,3,3.80971,0.03556,26.0,1,0,0,0,6,38,29,45,6,25,FP,Cluster 2
11967,155589,MILLER'S MERRY MANOR,730 SCHOOL ST,CULVER,IN,46511,5748423337,Marshall,66,44.8,Medicare and Medicaid,5,5,4,3,3.40815,0.02124,8.0,0,0,0,0,5,54,11,45,8,15,No,Cluster 0
11968,676188,MILLBROOK HEALTHCARE AND REHABILITATION CENTER,1850 W PLEASANT RUN RD,LANCASTER,TX,75146,9722751900,Dallas,124,89.8,Medicare and Medicaid,1,2,3,1,3.46964,0.0,88.667,0,17,0,0,9,4,23,76,8,39,FP,Cluster 1
11969,395648,PETER BECKER COMMUNITY,800 MAPLE AVENUE,HARLEYSVILLE,PA,19438,2152569501,Montgomery,72,53.2,Medicare and Medicaid,5,5,5,5,4.18465,0.11589,4.0,0,0,0,0,2,51,16,15,4,16,PD,Cluster 0
11970,106055,NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU),1360 BRICKYARD RD,CHIPLEY,FL,32428,8504157400,Washington,34,33.9,Medicare,4,4,2,3,4.42309,0.06117,13.333,0,0,0,0,8,44,27,36,5,33,FP,Cluster 2
11971,245083,PARK HEALTH A VILLA CENTER,4415 WEST 36 1/2 STREET,SAINT LOUIS PARK,MN,55416,9529279717,Hennepin,70,42.3,Medicare and Medicaid,2,1,2,4,3.17191,0.04883,156.0,1,3,0,0,9,11,17,55,8,33,No,Cluster 2
11972,366440,HIGHLAND POINTE HEALTH & REHAB CENTER,402 GOLF VIEW LANE,HIGHLAND HEIGHTS,OH,44143,4404430900,Cuyahoga,96,77.4,Medicare and Medicaid,4,3,5,2,3.3492300000000004,0.04891,36.667,0,7,0,0,4,33,24,46,4,28,FP,Cluster 2
11973,525362,LAFAYETTE MANOR,719 E CATHERINE ST  BOX 167,DARLINGTON,WI,53530,6087764210,Lafayette,64,53.7,Medicare and Medicaid,3,3,2,3,3.48376,0.02183,39.333,1,2,0,0,6,34,18,55,6,26,GIM,Cluster 2
11974,555611,MORTON BAKAR CENTER,494 BLOSSOM WAY,HAYWARD,CA,94541,5105827676,Alameda,97,90.1,Medicare and Medicaid,5,4,5,4,3.73694,0.04793,31.333,5,1,0,0,5,47,14,95,6,14,FP,Cluster 0
11975,395773,HIGHLAND PARK CARE CENTER,745 NORTH HIGHLAND AVENUE,PITTSBURGH,PA,15206,4123626622,Allegheny,144,120.3,Medicare and Medicaid,3,3,4,2,3.35307,0.04793,40.0,0,2,0,0,4,33,22,15,7,27,FP,Cluster 2
11976,475017,HELEN PORTER HEALTHCARE & REHAB,30 PORTER DRIVE,MIDDLEBURY,VT,5753,8023884001,Addison,98,87.0,Medicare and Medicaid,5,4,4,5,4.25362,0.12508,9.333,2,0,0,0,8,42,15,55,7,19,FP,Cluster 0
11977,105786,CONSULATE HEALTH CARE OF BAYONET POINT,8132 HUDSON AVENUE,HUDSON,FL,34667,7278633100,Pasco,120,112.1,Medicare and Medicaid,2,2,3,2,3.91086,0.04211,41.333,2,0,0,0,7,29,15,35,8,32,GP,Cluster 2
11978,56215,NORTHBROOK HEALTHCARE CENTER,64 NORTHBROOK WAY,WILLITS,CA,95490,7074595592,Mendocino,70,44.0,Medicare and Medicaid,4,3,5,3,4.06941,0.00247,57.333,1,1,1,1,7,30,15,92,5,19,PD,Cluster 2
11979,366001,HARMAR PLACE REHAB & EXTENDED CARE,401 HARMAR STREET,MARIETTA,OH,45750,7403765600,Washington,86,79.2,Medicare and Medicaid,4,2,5,4,3.83483,0.04629,65.333,0,0,0,0,7,28,17,46,1,31,FP,Cluster 2
11980,335723,EAST HAVEN NURSING & REHABILITATION CENTER,2323  EASTCHESTER ROAD,BRONX,NY,10469,7186552848,Bronx,200,191.6,Medicare and Medicaid,5,4,5,2,2.84051,0.12495,14.0,0,0,0,0,7,48,14,15,3,23,FP,Cluster 3
11981,425362,HEARTLAND OF WEST ASHLEY REHAB AND NURSING CENTER,1137 SAM RITTENBURG BLVD,CHARLESTON,SC,29407,8437630233,Charleston,125,63.7,Medicare and Medicaid,1,1,2,2,3.83526,0.22931,88.0,1,2,2,2,8,18,25,25,6,31,FP,Cluster 2
11982,395344,MANORCARE HEALTH SERVICES-POTTSVILLE,420 PULASKI DRIVE,POTTSVILLE,PA,17901,5706229582,Schuylkill,179,103.1,Medicare and Medicaid,1,1,4,2,3.5341,0.12338,119.0,4,10,1,2,5,15,24,15,4,34,FP,Cluster 1
11983,435094,WAKONDA HERITAGE MANOR,515 OHIO STREET,WAKONDA,SD,57073,6052672081,Clay,37,32.3,Medicare and Medicaid,4,4,2,4,3.27825,0.03506,13.333,0,0,0,0,6,42,27,55,9,33,PD,Cluster 2
11984,105310,"AVANTE AT ORMOND BEACH, INC",170 N KINGS ROAD,ORMOND BEACH,FL,32174,3866777955,Volusia,133,97.4,Medicare and Medicaid,2,1,3,5,4.30741,0.0,128.0,0,7,1,2,3,7,26,35,1,31,FP,Cluster 1
11985,335040,HILAIRE REHAB & NURSING,9 HILAIRE DRIVE,HUNTINGTON,NY,11743,6314270254,Suffolk,76,79.2,Medicare and Medicaid,1,1,4,2,2.91155,0.05199,70.667,0,0,0,0,6,19,20,15,4,26,No,Cluster 2
11986,75439,"BRADLEY HOME & PAVILLION, THE",320 COLONY STREET,MERIDEN,CT,6450,2032355716,New Haven,30,27.4,Medicare and Medicaid,4,4,1,5,4.46157,0.12306,24.667,0,0,0,0,2,44,15,64,9,33,GP,Cluster 0
11987,445509,LIFE CARE CENTER OF OLD HICKORY VILLAGE,1250 ROBINSON ROAD,OLD HICKORY,TN,37138,6158471502,Davidson,124,96.8,Medicare,3,3,3,2,3.65784,0.19532,12.0,3,3,0,0,6,36,23,35,3,32,PD,Cluster 2
11988,145681,PALOS HEIGHTS REHABILITATION,13259 SOUTH CENTRAL AVENUE,CRESTWOOD,IL,60418,7085971000,Cook,193,130.5,Medicare and Medicaid,4,3,3,4,4.29523,0.0,47.333,0,14,0,0,7,1,28,65,8,30,FP,Cluster 1
11989,225374,MAYFLOWER PLACE NURSING & REHABILITATION CENTER,579 BUCK ISLAND ROAD,WEST YARMOUTH,MA,2673,5089577007,Barnstable,72,61.1,Medicare and Medicaid,4,4,3,4,4.35231,0.12435999999999997,19.333,2,0,1,1,5,43,29,25,7,28,PD,Cluster 2
11990,555398,WINDSOR POST-ACUTE CARE CENTER OF HAYWARD,25919 GADING ROAD,HAYWARD,CA,94544,5107828424,Alameda,99,85.3,Medicare and Medicaid,4,4,3,4,3.86833,0.05554,32.667,1,1,0,0,5,48,24,95,9,29,GIM,Cluster 2
11991,395373,OHESSON MANOR,276 GREEN AVE EXTENDED,LEWISTOWN,PA,17044,7172421416,Mifflin,134,130.4,Medicare and Medicaid,1,1,3,2,3.23097,0.041510000000000005,129.0,0,12,1,2,7,12,27,15,7,32,FP,Cluster 1
11992,495371,HERITAGE HALL-RICH CREEK,120  OLD VIRGINIA AVENUE,RICH CREEK,VA,24147,5407262328,Giles,120,118.5,Medicare and Medicaid,3,4,3,1,3.7583,0.02252,20.0,0,0,0,0,5,47,23,25,7,27,No,Cluster 2
11993,305064,EXETER CENTER,8 HAMPTON ROAD,EXETER,NH,3833,6037780531,Rockingham,81,68.6,Medicare and Medicaid,1,1,2,3,3.59496,0.05935,37.333,2,0,1,1,6,23,22,35,6,33,PD,Cluster 2
11994,505527,PRESTIGE POST-ACUTE AND REHAB CENTER - EDMONDS,21008 76TH AVENUE WEST,EDMONDS,WA,98026,4257780107,Snohomish,80,61.6,Medicare and Medicaid,2,1,3,5,4.54681,0.18344,378.667,4,16,3,3,4,15,27,95,8,31,PD,Cluster 1
11995,145710,MEADOWBROOK MANOR,431 WEST REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,6307591112,Will,298,244.4,Medicare and Medicaid,2,2,4,2,2.3587,0.10976,91.333,3,19,2,2,6,23,19,65,2,25,PD,Cluster 3
11996,165266,HOLY SPIRIT RETIREMENT HOME,1701 WEST 25TH STREET,SIOUX CITY,IA,51103,7122522726,Woodbury,94,77.2,Medicare and Medicaid,2,1,4,4,4.65393,0.0689,74.0,4,1,1,2,7,16,29,55,6,31,PD,Cluster 2
11997,675431,RED OAK HEALTH AND REHABILITATION CENTER,101 REESE DR,RED OAK,TX,75154,4695520500,Ellis,144,129.2,Medicare and Medicaid,2,3,4,1,3.31765,0.03991,64.667,2,11,0,0,4,33,16,75,3,32,FP,Cluster 2
11998,145247,DOCTORS NURSING & REHAB CENTER,1201 HAWTHORN ROAD,SALEM,IL,62881,6185484884,Marion,120,60.0,Medicare and Medicaid,2,2,4,2,3.22455,0.05848,66.667,0,6,0,0,6,22,28,65,4,29,FP,Cluster 2
11999,15067,COTTAGE OF THE SHOALS,500 JOHN ALDRIDGE DRIVE,TUSCUMBIA,AL,35674,2563834541,Colbert,103,84.6,Medicare and Medicaid,5,5,4,4,3.43075,0.032560000000000006,6.667000000000002,0,0,0,0,2,54,10,30,7,11,PD,Cluster 0
12000,185208,CARMEL MANOR,100 CARMEL MANOR ROAD,FORT THOMAS,KY,41075,8597815111,Campbell,95,74.4,Medicare and Medicaid,5,4,4,5,5.01085,0.05028,17.333,0,0,0,0,8,40,10,45,9,19,No,Cluster 0
12001,315042,LINCOLN PARK RENAISSANCE REHAB & NURSING,521 PINE BROOK ROAD,LINCOLN PARK,NJ,7035,9736963300,Morris,189,162.8,Medicare and Medicaid,2,2,2,3,4.1078,0.14785,23.333,0,2,0,0,9,21,16,75,4,26,No,Cluster 3
12002,115384,"OAKS - CARROLLTON SKILLED NURSING, THE",921 OLD NEWNAN ROAD,CARROLLTON,GA,30117,7708343501,Carroll,42,39.1,Medicare and Medicaid,4,3,5,2,3.80468,0.1978,16.667,0,0,0,0,7,38,11,35,8,13,FP,Cluster 0
12003,55517,WOODLANDS HEALTHCARE CENTER,14966 TERRENO DE FLORES LANE,LOS GATOS,CA,95030,4083568136,Santa Clara,65,55.3,Medicare and Medicaid,4,4,4,4,4.62028,0.09065,43.333,1,0,0,0,4,46,12,95,7,11,FP,Cluster 0
12004,155846,GREEN HOUSE COTTAGES OF CARMEL,616 GREEN HOUSE WAY,CARMEL,IN,46032,3178163151,Hamilton,72,67.8,Medicare and Medicaid,3,2,3,4,4.53787,0.08574,53.333,2,8,0,0,3,25,21,45,4,28,FP,Cluster 2
12005,235294,MISSION POINT NSG & PHY REHAB CTR OF CEDAR SPRINGS,400 JEFFREY,CEDAR SPRINGS,MI,49319,6166960170,Kent,77,70.1,Medicare and Medicaid,5,4,5,4,3.52274,0.06751,55.333,0,1,0,1,6,45,13,45,9,10,FP,Cluster 0
12006,115554,GRACEMORE NURSING AND REHAB,2708 LEE STREET,BRUNSWICK,GA,31520,9122656771,Glynn,60,45.0,Medicare and Medicaid,4,3,5,2,3.26001,0.02914,22.0,0,0,0,0,9,32,11,35,5,15,No,Cluster 0
12007,175243,MEDICALODGES GARDNER,223 BEDFORD STREET,GARDNER,KS,66030,9138566520,Johnson,82,62.8,Medicare and Medicaid,4,4,3,4,3.31947,0.01495,25.333,2,0,1,1,9,43,26,65,4,25,FP,Cluster 2
12008,676158,SONTERRA HEALTH CENTER,18514 SONTERRA PLACE,SAN ANTONIO,TX,78258,2105454800,Bexar,124,101.4,Medicare and Medicaid,4,3,5,2,3.34375,0.11587,61.333,1,3,0,0,2,33,25,76,5,34,FP,Cluster 2
12009,135011,GATEWAY TRANSITIONAL CARE CENTER,527 MEMORIAL DRIVE,POCATELLO,ID,83201,2084783333,Bannock,88,74.1,Medicare and Medicaid,4,2,5,4,4.01556,0.29546999999999995,123.0,0,11,1,1,2,20,26,85,8,34,PD,Cluster 1
12010,315236,SINAI POST ACUTE NURSING AND REHAB CENTER,65 JAY STREET,NEWARK,NJ,7103,9734836800,Essex,430,328.9,Medicare and Medicaid,2,1,5,2,3.41846,0.03238,52.0,0,6,0,0,9,14,13,75,3,21,FP,Cluster 3
12011,365115,RAE-ANN WESTLAKE,28303 DETROIT RD,WESTLAKE,OH,44145,4408710500,Cuyahoga,130,91.0,Medicare and Medicaid,1,1,4,2,3.17407,0.03825,104.5,0,1,0,0,4,11,17,45,1,29,FP,Cluster 2
12012,555839,DREIER'S NURSING CARE CENTER,1400 WEST GLENOAKS BLVD,GLENDALE,CA,91201,8182421183,Los Angeles,53,50.6,Medicare and Medicaid,1,1,1,5,4.65932,0.08111,163.333,4,16,1,1,8,16,22,95,3,34,PD,Cluster 1
12013,525417,CROSSROADS CARE CENTER OF MILWAUKEE,3216 W HIGHLAND BLVD,MILWAUKEE,WI,53208,4143446515,Milwaukee,95,77.9,Medicare and Medicaid,1,1,3,2,3.0863400000000003,0.07113,123.333,0,16,0,0,4,10,23,55,9,31,No,Cluster 1
12014,106048,PRUITTHEALTH - SANTA ROSA,5530 NORTHROP ROAD,MILTON,FL,32570,8509838888,Santa Rosa,120,101.5,Medicare and Medicaid,2,2,4,3,4.16707,0.09284,46.0,0,7,1,1,8,21,27,36,4,33,PD,Cluster 2
12015,165495,CLARKSVILLE SKILLED NURSING & REHAB CENTER,115 NORTH HILTON ST,CLARKSVILLE,IA,50619,3192784900,Butler,42,30.3,Medicare and Medicaid,5,4,2,5,4.28397,0.03527,12.667,0,0,0,0,3,42,26,55,9,30,FP,Cluster 2
12016,395815,ST MARTHA CENTER FOR REHABILITATION & HEALTHCARE,470 MANOR AVE,DOWNINGTOWN,PA,19335,6108738490,Chester,120,110.8,Medicare and Medicaid,2,2,4,3,3.62864,0.0399,58.0,1,10,0,0,6,26,16,15,5,33,FP,Cluster 2
12017,175317,NEODESHA  OPERATOR LLC,1626 N 8TH STREET,NEODESHA,KS,66757,6203253088,Wilson,45,38.1,Medicare and Medicaid,2,2,4,2,2.77626,0.01469,79.333,0,2,0,0,6,27,28,65,3,27,FP,Cluster 2
12018,676181,THE HEIGHTS,1855 W GOODWIN,PLEASANTON,TX,78064,8305694313,Atascosa,100,93.2,Medicare and Medicaid,3,3,5,1,2.9723,0.05558,48.0,1,2,0,0,8,39,19,76,8,27,FP,Cluster 2
12019,195506,TOLEDO RETIREMENT AND REHABILITATION CENTER,1009 N OBRIE STREET,ZWOLLE,LA,71486,3186452800,Sabine,80,37.6,Medicare and Medicaid,3,4,2,1,3.39598,0.01539,14.0,0,0,0,0,3,43,25,75,8,31,PD,Cluster 2
12020,425171,MCCORMICK REHABILITATION AND HEALTHCARE CENTER,204 HOLIDAY ROAD,MC CORMICK,SC,29835,8643912390,Mccormick,120,104.5,Medicare and Medicaid,4,4,3,4,3.58036,0.04873,24.667,1,0,1,1,8,45,23,25,7,30,PD,Cluster 2
12021,115596,GRACE HEALTHCARE OF TUCKER,2165 IDLEWOOD ROAD,TUCKER,GA,30084,7709343172,De Kalb,136,119.9,Medicare and Medicaid,1,1,3,2,3.16788,0.04897,53.333,0,1,1,1,7,11,25,35,9,25,FP,Cluster 2
12022,495324,SEASIDE HHC @ ATLANTIC SHORE,1200 ATLANTIC SHORES DRIVE,VIRGINIA BEACH,VA,23454,7577162060,Virginia Beach City,50,42.1,Medicare,4,4,2,3,5.05491,0.09434,31.333,0,7,0,0,7,40,19,25,5,32,FP,Cluster 2
12023,105372,"AVANTE AT LAKE WORTH, INC.",2501 N A ST,LAKE WORTH,FL,33460,5615859301,Palm Beach,138,92.3,Medicare and Medicaid,2,1,4,4,4.24685,0.0,56.0,0,0,0,0,5,6,18,35,7,31,FP,Cluster 2
12024,105852,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,7225 BOCA DEL MAR DRIVE,BOCA RATON,FL,33433,5613629644,Palm Beach,120,81.5,Medicare and Medicaid,5,5,5,4,4.10928,0.20327,9.333,0,0,0,0,5,51,10,35,5,19,No,Cluster 0
12025,195221,ORMOND NURSING & CARE CENTER,22 PLANTATION ROAD,DESTREHAN,LA,70047,9857641793,St. Charles,146,134.6,Medicare and Medicaid,4,5,2,1,3.3233300000000003,0.03921,1.3330000000000002,0,1,0,0,9,53,17,75,1,31,No,Cluster 2
12026,105508,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,CUTLER BAY,FL,33157,3052382623,Miami-Dade,74,70.5,Medicare and Medicaid,4,2,5,4,4.87292,0.07795,37.333,0,2,0,0,3,28,13,35,7,13,FP,Cluster 0
12027,425175,MAGNOLIA PLACE - SPARTANBURG,8020 WHITE AVENUE,SPARTANBURG,SC,29303,8645428515,Spartanburg,120,114.0,Medicare and Medicaid,2,2,4,2,3.46475,0.04627,58.0,6,0,0,0,8,24,21,25,7,25,PD,Cluster 2
12028,525064,LINDENGROVE NEW BERLIN,13755 W FIELDPOINTE DR,NEW BERLIN,WI,53151,2627963660,Waukesha,131,107.3,Medicare and Medicaid,2,1,4,4,4.0991300000000015,0.03818,91.333,3,4,2,2,2,10,30,55,6,42,No,Cluster 1
12029,675144,TRINITY NURSING AND REHABILITATION OF BURLESON LP,600 MAPLE ST,BURLESON,TX,76028,8172958118,Johnson,120,60.1,Medicare and Medicaid,3,5,1,1,2.94239,0.03542,13.333,0,0,0,0,8,59,18,75,4,32,No,Cluster 2
12030,195614,COVENANT HOME,5919 MAGAZINE STREET,NEW ORLEANS,LA,70115,5048976216,Orleans,96,86.5,Medicare and Medicaid,3,4,4,1,3.05234,0.031560000000000005,11.333,0,0,0,0,5,40,17,75,9,25,No,Cluster 2
12031,155291,EAGLE VALLEY MEADOWS,3017 VALLEY FARMS RD,INDIANAPOLIS,IN,46214,3172932555,Marion,114,99.9,Medicare and Medicaid,3,2,5,2,3.23659,0.05194,50.667,0,2,0,0,3,22,20,45,9,29,FP,Cluster 2
12032,335833,JEFFERSON'S FERRY,500 MATHER DRIVE,SOUTH SETAUKET,NY,11720,6316502700,Suffolk,60,57.1,Medicare and Medicaid,5,5,5,4,4.33664,0.14972,5.332999999999998,0,0,0,0,6,53,14,15,3,16,FP,Cluster 0
12033,515162,MCDOWELL NURSING AND REHABILITATION CENTER,150 VENUS ROAD,GARY,WV,24836,3044482121,Mc Dowell,120,93.8,Medicare and Medicaid,4,4,3,4,4.09539,0.02398,24.0,0,0,0,0,3,49,17,25,6,34,No,Cluster 2
12034,365897,SKLD NEW LEBANON ILLUMINATE HC NEW LEBANON,101 MILLS PLACE,NEW LEBANON,OH,45345,9376871311,Montgomery,120,73.5,Medicare and Medicaid,5,5,3,2,3.18404,0.03242,12.0,0,2,0,0,9,51,25,45,9,32,GP,Cluster 2
12035,275115,BRIDGER REHAB AND CARE CENTER,321 N FIFTH AVE,BOZEMAN,MT,59715,4065874404,Gallatin,103,32.2,Medicare and Medicaid,3,3,4,3,2.63502,0.13139,58.667,0,2,1,1,4,36,21,55,1,32,FP,Cluster 2
12036,155332,HERITAGE HOUSE REHABILITATION & HEALTH CARE CENTER,281 S COUNTY ROAD 200 EAST,CONNERSVILLE,IN,47331,7658252148,Fayette,98,92.5,Medicare and Medicaid,4,4,5,1,3.39309,0.05139,24.667,0,0,0,0,7,43,11,45,3,17,FP,Cluster 0
12037,505027,"HEARTHSTONE, THE",6720 EAST GREEN LAKE WAY NORTH,SEATTLE,WA,98103,2065259666,King,44,29.1,Medicare and Medicaid,5,3,5,5,5.18386,0.12213,117.0,3,3,1,1,2,31,14,95,4,14,FP,Cluster 0
12038,395426,"PREMIER AT PERRY VILLAGE FOR NURSING AND REHAB, LL",213 EAST MAIN STREET,NEW BLOOMFIELD,PA,17068,7175824346,Perry,118,102.4,Medicare and Medicaid,2,2,4,2,2.92718,0.03096,82.167,0,3,1,1,7,29,17,15,1,30,FP,Cluster 2
12039,366220,HARMONY COURT REHAB AND NURSING,6969 GLENMEADOW LANE,CINCINNATI,OH,45237,5133517007,Hamilton,120,105.1,Medicare and Medicaid,1,1,2,1,3.3710400000000003,0.03072,147.0,1,10,1,2,5,13,31,46,1,36,FP,Cluster 1
12040,676422,PALOMINO PLACE,3160 GUS THOMASSON ROAD,MESQUITE,TX,75150,4693294002,Dallas,120,90.7,Medicare and Medicaid,2,2,5,1,3.3245,0.10092,97.667,0,7,1,1,4,23,28,76,1,27,PD,Cluster 2
12041,15091,"NORTH HILL NURSING AND REHABILITATION CTR, LLC",200 NORTH PINE HILL ROAD,BIRMINGHAM,AL,35217,2058492352,Jefferson,190,174.7,Medicare and Medicaid,3,3,4,3,3.26631,0.07564,22.0,2,1,0,0,2,32,14,30,1,28,FP,Cluster 3
12042,345179,ACCORDIUS HEALTH AT MOORESVILLE,752 E CENTER AVENUE,MOORESVILLE,NC,28115,7048000570,Iredell,131,64.3,Medicare and Medicaid,1,1,4,2,3.40581,0.04514,82.333,0,15,2,2,7,14,28,25,7,42,PD,Cluster 1
12043,75362,EVERGREEN WOODS,88 NOTCH HILL ROAD,NORTH BRANFORD,CT,6471,2034888000,New Haven,50,49.0,Medicare,4,4,4,4,3.80974,0.2094,26.667,0,0,0,0,2,48,13,63,1,13,GP,Cluster 0
12044,295092,ADVANCED HEALTH CARE OF SUMMERLIN,2860 N TENAYA WAY,LAS VEGAS,NV,89128,7025469609,Clark,38,37.7,Medicare,5,5,5,4,5.99967,0.15003,25.333,1,2,0,0,7,59,13,85,9,10,FP,Cluster 0
12045,375333,"STILWELL NURSING HOME, LLC",509 W LOCUST ST,STILWELL,OK,74960,9186967715,Adair,120,59.0,Medicare and Medicaid,2,2,2,3,4.40956,0.03223,96.667,0,1,0,0,9,24,13,75,3,14,PD,Cluster 0
12046,395650,WARREN MANOR,682 PLEASANT DRIVE,WARREN,PA,16365,8147237060,Warren,121,103.4,Medicare and Medicaid,4,4,3,3,3.4587,0.10287,24.667,0,0,0,0,8,32,22,15,5,26,PD,Cluster 2
12047,235076,NEWAYGO CO MEDICAL CARE FACILI,4465 W 48TH ST,FREMONT,MI,49412,2319242020,Newaygo,116,95.0,Medicare and Medicaid,4,2,5,5,4.35826,0.00761,72.667,1,0,0,0,2,23,24,45,7,30,FP,Cluster 2
12048,55739,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,637 EAST ROMIE LANE,SALINAS,CA,93901,8314240687,Monterey,99,85.1,Medicare and Medicaid,2,2,3,2,4.5255800000000015,0.07187,110.0,10,18,1,1,8,25,28,97,9,35,FP,Cluster 1
12049,396086,GREEN VALLEY SKILLED NURSING AND REHABILITATION CE,200 TAYLORSVILLE MOUNTAIN ROAD,PITMAN,PA,17964,5706440489,Schuylkill,48,36.3,Medicare and Medicaid,2,2,4,3,3.18896,0.05895,63.0,0,2,0,0,5,21,28,16,8,28,FP,Cluster 2
12050,676350,THE HEIGHTS OF TOMBALL,27840 JOHNSON ROAD,TOMBALL,TX,77375,8328437700,Harris,131,102.0,Medicare and Medicaid,2,3,4,1,2.81248,0.04162,47.333,0,1,0,0,8,38,25,76,5,33,FP,Cluster 2
12051,55527,LOS PALOS POST-ACUTE CARE CENTER,1430 WEST  6TH STREET,SAN PEDRO,CA,90732,3108326431,Los Angeles,99,81.8,Medicare and Medicaid,4,3,5,3,4.32453,0.04373,52.667,0,0,0,0,3,33,15,95,7,18,PD,Cluster 0
12052,235006,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL LTCU,825 N CENTER ST,GAYLORD,MI,49735,9897312131,Otsego,34,33.7,Medicare and Medicaid,5,4,5,3,2.93256,0.0025,54.667,0,0,0,0,9,49,11,45,3,18,No,Cluster 0
12053,265348,CAMELOT NURSING AND REHABILITATION CENTER,705 GRAND CANYON DRIVE,FARMINGTON,MO,63640,5737568911,St. Francois,97,71.0,Medicare and Medicaid,3,4,2,1,3.11572,0.09782,31.333,0,0,0,0,5,41,17,65,4,32,FP,Cluster 2
